,good_matches_day,good_matches_num,bad_matches_day,bad_matches_num,date,time
1409,[],0,[],0,03-26 12:25,03-26
1410,[],0,[],0,03-26 12:38,03-26
1411,[],0,[],0,03-26 12:41,03-26
1412,[],0,[],0,03-26 12:58,03-26
1413,[],0,['涨'],1,03-26 12:58,03-26
1414,[],0,[],0,03-26 12:59,03-26
1415,[],0,['买'],1,03-26 13:02,03-26
1416,[],0,[],0,03-26 13:03,03-26
1417,[],0,[],0,03-26 13:04,03-26
1418,[],0,[],0,03-26 13:06,03-26
1419,[],0,[],0,03-26 13:08,03-26
1420,[],0,[],0,03-26 13:10,03-26
1421,[],0,[],0,03-26 13:11,03-26
1422,[],0,['多'],1,03-26 13:13,03-26
1423,"['跌', '垃圾']",2,[],0,03-26 13:14,03-26
1424,[],0,[],0,03-26 13:14,03-26
1425,[],0,"['多', '多']",2,03-26 13:14,03-26
1426,[],0,[],0,03-26 13:15,03-26
1427,"['卖', '卖']",2,"['买', '多']",2,03-26 13:17,03-26
1428,[],0,[],0,03-26 13:18,03-26
1429,[],0,[],0,03-26 13:20,03-26
1430,[],0,[],0,03-26 13:20,03-26
1431,[],0,[],0,03-26 13:20,03-26
1432,[],0,[],0,03-26 13:21,03-26
1433,[],0,[],0,03-26 13:21,03-26
1434,[],0,[],0,03-26 13:22,03-26
1435,['跌'],1,['多'],1,03-26 13:22,03-26
1436,['下跌'],1,[],0,03-26 13:22,03-26
1437,[],0,[],0,03-26 13:23,03-26
1438,[],0,[],0,03-26 13:24,03-26
1439,[],0,['买'],1,03-26 13:24,03-26
1440,[],0,[],0,03-26 13:25,03-26
1441,[],0,[],0,03-26 13:28,03-26
1442,"['下跌', '砸']",2,[],0,03-26 13:29,03-26
1443,['跌'],1,[],0,03-26 13:30,03-26
1444,[],0,[],0,03-26 13:31,03-26
1445,['跌'],1,[],0,03-26 13:33,03-26
1446,['空头'],1,[],0,03-26 13:33,03-26
1447,[],0,[],0,03-26 13:33,03-26
1448,['流出'],1,[],0,03-26 13:33,03-26
1449,[],0,[],0,03-26 13:34,03-26
1450,['垃圾'],1,[],0,03-26 13:35,03-26
1451,['下跌'],1,[],0,03-26 13:36,03-26
1452,[],0,[],0,03-26 13:38,03-26
1453,[],0,[],0,03-26 13:39,03-26
1454,[],0,[],0,03-26 13:39,03-26
1455,[],0,[],0,03-26 13:39,03-26
1456,[],0,[],0,03-26 13:39,03-26
1457,[],0,[],0,03-26 13:40,03-26
1458,[],0,[],0,03-26 13:42,03-26
1459,['跌'],1,['多'],1,03-26 13:42,03-26
1460,[],0,[],0,03-26 13:42,03-26
1461,[],0,[],0,03-26 13:43,03-26
1462,['空头'],1,[],0,03-26 13:43,03-26
1463,[],0,"['涨', '涨']",2,03-26 13:45,03-26
1464,[],0,[],0,03-26 13:47,03-26
1465,[],0,[],0,03-26 13:50,03-26
1466,[],0,[],0,03-26 13:51,03-26
1467,[],0,[],0,03-26 13:52,03-26
1468,[],0,[],0,03-26 13:53,03-26
1469,[],0,[],0,03-26 13:54,03-26
1470,['砸'],1,[],0,03-26 13:54,03-26
1471,[],0,[],0,03-26 13:54,03-26
1472,"['做空', '砸']",2,[],0,03-26 13:55,03-26
1473,[],0,[],0,03-26 13:55,03-26
1474,[],0,[],0,03-26 13:55,03-26
1475,[],0,['拉升'],1,03-26 13:56,03-26
1476,[],0,[],0,03-26 13:58,03-26
1477,[],0,[],0,03-26 13:59,03-26
1478,[],0,['涨'],1,03-26 14:00,03-26
1479,[],0,[],0,03-26 14:01,03-26
1480,[],0,[],0,03-26 14:01,03-26
1481,[],0,['涨'],1,03-26 14:03,03-26
1482,[],0,[],0,03-26 14:03,03-26
1483,[],0,[],0,03-26 14:07,03-26
1484,[],0,[],0,03-26 14:08,03-26
1485,[],0,[],0,03-26 14:10,03-26
1486,[],0,[],0,03-26 14:11,03-26
1487,[],0,[],0,03-26 14:12,03-26
1488,[],0,[],0,03-26 14:12,03-26
1489,[],0,[],0,03-26 14:13,03-26
1490,[],0,['多'],1,03-26 14:14,03-26
1491,[],0,[],0,03-26 14:14,03-26
1492,[],0,[],0,03-26 14:14,03-26
1493,[],0,[],0,03-26 14:17,03-26
1494,[],0,['涨'],1,03-26 14:17,03-26
1495,[],0,[],0,03-26 14:23,03-26
1496,[],0,[],0,03-26 14:23,03-26
1497,[],0,[],0,03-26 14:24,03-26
1498,[],0,[],0,03-26 14:27,03-26
1499,[],0,[],0,03-26 14:30,03-26
1500,[],0,[],0,03-26 14:30,03-26
1501,['跌'],1,['涨'],1,03-26 14:31,03-26
1502,['跌'],1,['涨'],1,03-26 14:32,03-26
1503,['卖'],1,[],0,03-26 14:37,03-26
1504,[],0,[],0,03-26 14:39,03-26
1505,[],0,[],0,03-26 14:41,03-26
1506,['利空'],1,[],0,03-26 14:41,03-26
1507,[],0,[],0,03-26 14:41,03-26
1508,[],0,[],0,03-26 14:41,03-26
1509,[],0,[],0,03-26 14:42,03-26
1510,[],0,[],0,03-26 14:42,03-26
1511,"['利空', '利空']",2,[],0,03-26 14:42,03-26
1512,[],0,[],0,03-26 14:43,03-26
1513,[],0,['赚'],1,03-26 14:43,03-26
1514,[],0,[],0,03-26 14:45,03-26
1515,[],0,[],0,03-26 14:45,03-26
1516,['卖'],1,[],0,03-26 14:47,03-26
1517,[],0,[],0,03-26 14:49,03-26
1518,[],0,[],0,03-26 14:52,03-26
1519,"['亏损', '离场']",2,[],0,03-26 14:52,03-26
1520,[],0,[],0,03-26 14:53,03-26
1521,[],0,[],0,03-26 14:53,03-26
1522,[],0,[],0,03-26 14:55,03-26
1523,[],0,[],0,03-26 14:55,03-26
1524,[],0,"['增加', '增加']",2,03-26 14:55,03-26
1525,[],0,[],0,03-26 14:56,03-26
1526,[],0,[],0,03-26 14:58,03-26
1527,[],0,[],0,03-26 15:00,03-26
1528,[],0,[],0,03-26 15:00,03-26
1529,"['砸', '砸']",2,['多'],1,03-26 15:01,03-26
1530,[],0,[],0,03-26 15:01,03-26
1531,[],0,[],0,03-26 15:01,03-26
1532,[],0,[],0,03-26 15:01,03-26
1533,[],0,[],0,03-26 15:02,03-26
1534,[],0,[],0,03-26 15:02,03-26
1535,[],0,[],0,03-26 15:02,03-26
1536,['被套'],1,[],0,03-26 15:02,03-26
1537,[],0,[],0,03-26 15:04,03-26
1538,['跌'],1,[],0,03-26 15:05,03-26
1539,[],0,"['买', '买']",2,03-26 15:07,03-26
1540,[],0,[],0,03-26 15:07,03-26
1541,[],0,"['流入', '流入', '多', '发力']",4,03-26 15:10,03-26
1542,['跌'],1,[],0,03-26 15:11,03-26
1543,[],0,['多'],1,03-26 15:12,03-26
1544,[],0,[],0,03-26 15:16,03-26
1545,[],0,[],0,03-26 15:17,03-26
1546,[],0,[],0,03-26 15:17,03-26
1547,[],0,[],0,03-26 15:17,03-26
1548,[],0,[],0,03-26 15:18,03-26
1549,[],0,[],0,03-26 15:21,03-26
1550,[],0,[],0,03-26 15:22,03-26
1551,[],0,[],0,03-26 15:24,03-26
1552,[],0,[],0,03-26 15:25,03-26
1553,[],0,[],0,03-26 15:27,03-26
1554,['看空'],1,[],0,03-26 15:29,03-26
1555,[],0,[],0,03-26 15:31,03-26
1556,[],0,[],0,03-26 15:47,03-26
1557,[],0,[],0,03-26 15:48,03-26
1558,[],0,[],0,03-26 15:50,03-26
1559,[],0,[],0,03-26 16:20,03-26
1560,[],0,[],0,03-26 16:23,03-26
1561,"['空', '跌']",2,[],0,03-26 16:26,03-26
1562,[],0,['买'],1,03-26 16:28,03-26
1563,[],0,[],0,03-26 17:09,03-26
1564,"['下跌', '割肉', '割肉']",3,['盈利'],1,03-26 17:09,03-26
1565,[],0,[],0,03-26 17:10,03-26
1566,[],0,[],0,03-26 17:31,03-26
1567,[],0,[],0,03-26 17:37,03-26
1568,[],0,['补'],1,03-26 17:39,03-26
1569,[],0,[],0,03-26 17:47,03-26
1570,[],0,[],0,03-26 17:47,03-26
1571,[],0,[],0,03-26 17:53,03-26
1572,[],0,[],0,03-26 18:03,03-26
1573,[],0,[],0,03-26 18:08,03-26
1574,[],0,[],0,03-26 18:09,03-26
1575,[],0,[],0,03-26 18:11,03-26
1576,[],0,[],0,03-26 18:25,03-26
1577,[],0,['买'],1,03-26 18:37,03-26
1578,[],0,[],0,03-26 18:53,03-26
1579,[],0,[],0,03-26 18:59,03-26
1580,[],0,[],0,03-26 19:05,03-26
1581,[],0,[],0,03-26 19:25,03-26
1582,['卖'],1,[],0,03-26 20:05,03-26
1583,[],0,[],0,03-26 20:06,03-26
1584,[],0,['拉升'],1,03-26 20:08,03-26
1585,[],0,[],0,03-26 20:08,03-26
1586,['跌'],1,['增加'],1,03-26 20:26,03-26
1587,[],0,[],0,03-26 20:39,03-26
1588,[],0,[],0,03-26 20:40,03-26
1589,[],0,"['上涨', '利好']",2,03-26 20:40,03-26
1590,[],0,['大涨'],1,03-26 20:42,03-26
1591,[],0,[],0,03-26 20:49,03-26
1592,[],0,['看涨'],1,03-26 21:29,03-26
1593,['被套'],1,['看多'],1,03-26 21:31,03-26
1594,[],0,['涨'],1,03-26 21:36,03-26
1595,[],0,[],0,03-26 21:40,03-26
1596,[],0,['暴涨'],1,03-26 21:46,03-26
1597,[],0,[],0,03-26 21:49,03-26
1598,[],0,[],0,03-26 21:49,03-26
1599,[],0,[],0,03-26 21:57,03-26
1600,[],0,[],0,03-26 21:58,03-26
1601,[],0,[],0,03-26 22:03,03-26
1602,[],0,[],0,03-26 22:04,03-26
1603,[],0,[],0,03-26 22:07,03-26
1604,[],0,[],0,03-26 22:13,03-26
1605,[],0,[],0,03-26 22:16,03-26
1606,[],0,[],0,03-26 22:22,03-26
1607,[],0,[],0,03-26 22:25,03-26
1608,[],0,[],0,03-26 22:25,03-26
1609,[],0,[],0,03-26 22:25,03-26
1610,[],0,[],0,03-26 22:27,03-26
1611,['大跌'],1,[],0,03-26 22:28,03-26
1612,[],0,[],0,03-26 22:28,03-26
1613,['下跌'],1,[],0,03-26 22:35,03-26
1614,[],0,[],0,03-26 22:38,03-26
1615,['跌停'],1,[],0,03-26 22:50,03-26
1616,['大跌'],1,"['拉升', '涨幅']",2,03-26 23:10,03-26
1617,[],0,[],0,03-26 23:14,03-26
1618,[],0,[],0,03-26 23:14,03-26
1619,[],0,['涨'],1,03-26 23:16,03-26
1620,[],0,[],0,03-26 23:17,03-26
1621,[],0,[],0,03-26 23:21,03-26
1622,[],0,[],0,03-26 23:23,03-26
1623,[],0,[],0,03-26 23:25,03-26
1624,[],0,[],0,03-27 00:06,03-27
1625,['空头'],1,"['拉升', '拉升', '拉升', '上涨']",4,03-27 00:52,03-27
1626,[],0,[],0,03-27 00:59,03-27
1627,[],0,[],0,03-27 03:57,03-27
1628,[],0,[],0,03-27 06:50,03-27
